X,Y,Z_prev,variance_ratio,Variance_sq,is_improving,direction,dVariance_abs,target_step
-13000,13000,300,0.951389342,5734.739942,0,1,3.869279316,-173
-13000,13000,100,1,6130.528185,0,1,0,27
-13000,13000,300,0.974029451,5816.236674,0,1,2.033433981,-173
-13000,13000,327,1,5038.103304,0,1,0,-200
-13000,13000,527,0.729438071,2680.673499,0,1,19.2043769,-400
-13000,13000,527,1,3878.998706,0,1,0,-400
-13000,13000,727,0.848642916,2793.634694,0,1,9.426762576,-600
-13000,13000,100,1,5733.364652,0,1,0,27
-13000,13000,300,0.934551141,5007.439472,0,1,4.955721175,-173
-13000,13000,100,1,5270.108389,0,1,0,27
-13000,13000,300,1.020021795,5483.255085,1,1,1.453492442,-173
-13000,13000,727,1,2648.692144,0,1,0,-600
-13000,13000,927,0.853295742,1928.548832,0,1,7.550200105,-800
-13000,13000,927,1,1940.23657,0,1,0,-800
-13000,13000,1127,0.873678897,1481.011319,0,1,5.564206666,-1000
-13000,13000,100,1,4659.97287,0,1,0,27
-13000,13000,300,1.059753423,5233.509832,1,1,4.079007317,-173
-13000,13000,100,1,5359.62073,0,1,0,27
-13000,13000,300,0.830622372,3697.782021,0,1,12.40003972,-173
-13000,13000,1127,1,1494.484207,0,1,0,-1000
-13000,13000,1327,0.890214616,1184.351927,0,1,4.244144777,-1200
-13000,13000,1327,1,1252.611073,0,1,0,-1200
-13000,13000,1527,0.920903291,1062.292942,0,1,2.799410187,-1400
-13000,13000,100,1,5969.791045,0,1,0,27
-13000,13000,300,0.956174329,5457.996958,0,1,3.386165207,-173
-13000,13000,1527,1,1052.750524,0,1,0,-1400
-13000,13000,1727,0.949100715,948.309425,0,1,1.651484182,-1600
-13000,13000,100,1,6233.373067,0,1,0,27
-13000,13000,300,0.933242673,5428.905701,0,1,5.270605343,-173
-13000,13000,100,1,5795.282065,0,1,0,27
-13000,13000,300,0.990756481,5688.639631,0,1,0.703679053,-173
-13000,13000,1727,1,937.6659961,0,1,0,-1600
-13000,13000,1927,0.986589596,912.6856649,0,1,0.410644445,-1800
-13000,13000,1927,1,902.044762,0,1,0,-1800
-13000,13000,2127,0.994928368,892.9182859,0,1,0.152321698,-2000
-13000,13000,100,1,5102.694855,0,1,0,27
-13000,13000,300,1.007536562,5179.898235,1,1,0.538360337,-173
-13000,13000,100,1,5240.671555,0,1,0,27
-13000,13000,300,1.004108517,5283.822795,1,1,0.297425756,-173
-13000,13000,2127,1,851.8256689,0,1,0,-2000
-13000,13000,2327,0.999424142,850.8448903,0,1,0.016807019,-2200
-13000,13000,2327,1,855.828267,0,1,0,-2200
-13000,13000,2527,1.003789269,862.3264823,1,1,0.110853329,-2400
-13000,13000,100,1,5888.85291,0,1,0,27
-13000,13000,300,0.984981792,5713.301088,0,1,1.152480163,-173
-13000,13000,100,1,6000.134442,0,1,0,27
-13000,13000,300,0.999885043,5998.755006,0,1,0.008904635,-173
-13000,13000,2527,1,842.9543352,0,1,0,-2400
-13000,13000,2727,1.009703395,859.3927425,1,1,0.281725234,-2600
-13000,13000,2727,1,857.5884729,0,1,0,-2600
-13000,13000,2927,1.008016677,871.3936071,1,1,0.23476527,-2800
-13000,13000,100,1,5607.58617,0,1,0,27
-13000,13000,300,0.991240007,5509.771651,0,1,0.655981723,-173
-13000,13000,100,1,5835.805225,0,1,0,27
-13000,13000,300,0.983652519,5646.56336,0,1,1.248823975,-173
-13000,13000,2927,1,852.3804921,0,1,0,-2800
-13000,13000,3127,0.983834413,825.0447792,0,1,0.471963304,-3000
-13000,13000,3127,1,835.3442581,0,1,0,-3000
-13000,13000,3327,1.005877853,845.1931808,1,1,0.169883617,-3200
-13000,13000,100,1,5578.791754,0,1,0,27
-13000,13000,300,1.033428604,5958.00834,1,1,2.496826242,-173
-13000,13000,100,1,5713.440735,0,1,0,27
-13000,13000,300,0.96055242,5271.568664,0,1,2.981736284,-173
-13000,13000,3327,1,837.3392718,0,1,0,-3200
-13000,13000,3527,0.995298576,829.4844067,0,1,0.136044224,-3400
-13000,13000,100,1,5483.532117,0,1,0,27
-13000,13000,300,1.003583704,5522.905254,1,1,0.265376424,-173
-13000,13000,3527,1,832.7601779,0,1,0,-3400
-13000,13000,3727,1.001981316,836.0633694,1,1,0.057175997,-3600
-13000,13000,3727,1,832.0190144,0,1,0,-3600
-13000,13000,3927,1.003853837,838.4443032,1,1,0.11116293,-3800
-13000,13000,100,1,5842.404496,0,1,0,27
-13000,13000,300,1.000295951,5845.86314,1,1,0.022621207,-173
-13000,13000,100,1,6112.548858,0,1,0,27
-13000,13000,300,0.93477851,5341.211597,0,1,5.099198107,-173
-13000,13000,3927,1,841.032275,0,1,0,-3800
-13000,13000,4127,1.004642366,848.8591608,1,1,0.134631213,-4000
-13000,13000,4127,1,851.318913,0,1,0,-4000
-13000,13000,4327,0.994247847,841.553247,0,1,0.167832706,-4200
-13000,13000,100,1,5817.882752,0,1,0,27
-13000,13000,300,0.992101587,5726.341614,0,1,0.602451852,-173
-13000,13000,100,1,6036.640687,0,1,0,27
-13000,13000,300,1.000667365,6044.700666,1,1,0.051851498,-173
-13000,13000,6127,1,913.7127964,0,1,0,-6000
-13000,13000,6327,0.99994358,913.6096961,0,1,0.001705443,-6200
-13000,13000,100,1,6056.215045,0,1,0,27
-13000,13000,300,0.988370178,5916.168764,0,1,0.905052341,-173
-13000,13000,8127,1,871.238411,0,1,0,-8000
-13000,13000,8327,0.998379493,868.4170034,0,1,0.04783209,-8200
-4333,-13000,922,1,13081.28185,0,1,0,0.25033165
-4333,-13000,1122,0.729481083,6961.108003,0,1,30.9401768,-199.7496684
-4333,-13000,927,1,9426.884387,0,1,0,-4.74966835
-4333,-13000,1127,0.861470183,6995.981964,0,1,13.45015695,-204.7496684
-4333,-13000,917,1,9572.283542,0,1,0,5.25033165
-4333,-13000,1117,0.872585557,7288.389854,0,1,12.46598034,-194.7496684
-4333,-13000,932,1,10058.72423,0,1,0,-9.74966835
-4333,-13000,1132,0.836704621,7041.857564,0,1,16.37741472,-209.7496684
-4333,-13000,912,1,10028.54392,0,1,0,10.25033165
-4333,-13000,1112,0.856664419,7359.686902,0,1,14.35400035,-189.7496684
-4333,-13000,937,1,9910.425602,0,1,0,-14.74966835
-4333,-13000,1137,0.829528568,6819.538721,0,1,16.97062212,-214.7496684
-4333,-13000,907,1,10152.51479,0,1,0,15.25033165
-4333,-13000,1107,0.808163381,6630.892202,0,1,19.32939789,-184.7496684
-4333,-13000,942,1,9308.228942,0,1,0,-19.74966835
-4333,-13000,1142,0.849801352,6722.052375,0,1,14.49103988,-219.7496684
-4333,-13000,902,1,10489.92094,0,1,0,20.25033165
-4333,-13000,1102,0.862018728,7794.811504,0,1,14.13208537,-179.7496684
-4333,-13000,947,1,9415.734049,0,1,0,-24.74966835
-4333,-13000,1147,0.844810599,6720.055978,0,1,15.05875783,-224.7496684
-4333,-13000,897,1,11102.2463,0,1,0,25.25033165
-4333,-13000,1097,0.860772928,8225.987733,0,1,14.66996636,-174.7496684
-4333,-13000,952,1,9713.948557,0,1,0,-29.74966835
-4333,-13000,1152,0.832864502,6738.2094,0,1,16.47276869,-229.7496684
-4333,-13000,892,1,6068.141464,0,1,0,30.25033165
-4333,-13000,1092,1.127707346,7717.000275,1,1,9.948182138,-169.7496684
-4333,-13000,957,1,8921.038531,0,1,0,-34.74966835
-4333,-13000,1157,0.835845073,6232.567473,0,1,15.50463796,-234.7496684
-4333,-13000,887,1,10817.56583,0,1,0,35.25033165
-4333,-13000,1087,0.872269691,8230.592719,0,1,13.28491362,-164.7496684
-4333,-13000,962,1,8437.604182,0,1,0,-39.74966835
-4333,-13000,1162,0.814983716,5604.243684,0,1,16.99493578,-239.7496684
-4333,-13000,882,1,10884.51535,0,1,0,40.25033165
-4333,-13000,1082,0.848217049,7831.105794,0,1,15.83534537,-159.7496684
-4333,-13000,967,1,7325.371624,0,1,0,-44.74966835
-4333,-13000,1167,0.887555457,5770.595848,0,1,9.623946816,-244.7496684
-4333,-13000,877,1,9794.326909,0,1,0,45.25033165
-4333,-13000,1077,0.885871453,7686.276597,0,1,11.29487913,-154.7496684
-4333,-13000,972,1,8057.981477,0,1,0,-49.74966835
-4333,-13000,1172,0.834504714,5611.563126,0,1,14.85589295,-249.7496684
-4333,-13000,872,1,9074.526328,0,1,0,50.25033165
-4333,-13000,1072,0.909367107,7504.166249,0,1,8.633717364,-149.7496684
-4333,-13000,722,1,12374.7376,0,1,0,200.2503316
-4333,-13000,922,1.107746812,15185.07763,1,1,11.98594908,0.25033165
-4333,-13000,1122,1,7335.914964,0,1,0,-199.7496684
-4333,-13000,1322,0.586203939,2520.877563,0,1,35.44161444,-399.7496684
-4333,-13000,1322,1,3999.256167,0,1,0,-399.7496684
-4333,-13000,1522,0.790950057,2501.942629,0,1,13.22024989,-599.7496684
-4333,-13000,522,1,5180.332671,0,1,0,400.2503316
-4333,-13000,722,1.005509795,5237.575074,1,1,0.39656487,200.2503316
-4333,-13000,322,1,3952.573435,0,1,0,600.2503316
-4333,-13000,522,1.132677569,5070.987588,1,1,8.341371804,400.2503316
-4333,-13000,1522,1,2408.19682,0,1,0,-599.7496684
-4333,-13000,1722,0.838194813,1691.928153,0,1,7.940327737,-799.7496684
-4333,-13000,1722,1,1753.507796,0,1,0,-799.7496684
-4333,-13000,1922,0.881196582,1361.611808,0,1,4.974882024,-999.7496684
-4333,-13000,122,1,2755.634144,0,1,0,800.2503316
-4333,-13000,322,1.053095568,3056.026579,1,1,2.78720586,600.2503316
-4333,-13000,100,1,2742.048722,0,1,0,822.2503316
-4333,-13000,300,1.017568709,2839.243593,1,1,0.919977971,622.2503316
-4333,-13000,1922,1,1336.61737,0,1,0,-999.7496684
-4333,-13000,2122,0.918469248,1127.551378,0,1,2.980746206,-1199.749668
-4333,-13000,2122,1,1123.754135,0,1,0,-1199.749668
-4333,-13000,2322,0.943702486,1000.786645,0,1,1.887230158,-1399.749668
-4333,-13000,100,1,2754.7276,0,1,0,822.2503316
-4333,-13000,300,1.004421201,2779.139857,1,1,0.232048957,622.2503316
-4333,-13000,2322,1,1048.993063,0,1,0,-1399.749668
-4333,-13000,2522,0.954585068,955.8767318,0,1,1.470906178,-1599.749668
-4333,-13000,100,1,2688.910592,0,1,0,822.2503316
-4333,-13000,300,1.014367899,2766.733675,1,1,0.745043211,622.2503316
-4333,-13000,100,1,2622.288659,0,1,0,822.2503316
-4333,-13000,300,1.012501494,2688.263542,1,1,0.640180096,622.2503316
-4333,-13000,2522,1,965.1217598,0,1,0,-1599.749668
-4333,-13000,2722,0.977491325,922.1635057,0,1,0.699263696,-1799.749668
-4333,-13000,2722,1,917.2297065,0,1,0,-1799.749668
-4333,-13000,2922,0.972639207,867.7240929,0,1,0.828643505,-1999.749668
-4333,-13000,100,1,2714.702065,0,1,0,822.2503316
-4333,-13000,300,1.001972065,2725.419762,1,1,0.102750128,622.2503316
-4333,-13000,100,1,2568.261907,0,1,0,822.2503316
-4333,-13000,300,0.992470354,2529.731311,0,1,0.381587555,622.2503316
-4333,-13000,2922,1,868.1185109,0,1,0,-1999.749668
-4333,-13000,3122,0.997729204,864.1803466,0,1,0.066906405,-2199.749668
-4333,-13000,3122,1,849.0002472,0,1,0,-2199.749668
-4333,-13000,3322,0.999473607,848.1066668,0,1,0.015337835,-2399.749668
-4333,-13000,100,1,2602.432783,0,1,0,822.2503316
-4333,-13000,300,1.018426544,2699.22409,1,1,0.940012535,622.2503316
-4333,-13000,100,1,2572.144058,0,1,0,822.2503316
-4333,-13000,300,1.020804703,2680.28276,1,1,1.055137751,622.2503316
-4333,-13000,3322,1,847.8226607,0,1,0,-2399.749668
-4333,-13000,3522,1.002335332,851.7871787,1,1,0.067998773,-2599.749668
-4333,-13000,3522,1,855.4777196,0,1,0,-2599.749668
-4333,-13000,3722,0.990123268,838.6625227,0,1,0.288880102,-2799.749668
-4333,-13000,100,1,2683.183544,0,1,0,822.2503316
-4333,-13000,300,1.010927231,2742.143463,1,1,0.566024637,622.2503316
-4333,-13000,100,1,2610.601212,0,1,0,822.2503316
-4333,-13000,300,1.024852118,2741.971532,1,1,1.269795196,622.2503316
-4333,-13000,3722,1,823.0925299,0,1,0,-2799.749668
-4333,-13000,3922,0.989486815,805.8768565,0,1,0.301618946,-2999.749668
-4333,-13000,3922,1,805.4989925,0,1,0,-2999.749668
-4333,-13000,4122,0.983644969,779.3665307,0,1,0.464177278,-3199.749668
-4333,-13000,100,1,2724.043026,0,1,0,822.2503316
-4333,-13000,300,1.031026166,2895.698473,1,1,1.61932898,622.2503316
-4333,-13000,100,1,2726.201125,0,1,0,822.2503316
-4333,-13000,300,1.022008322,2847.51983,1,1,1.149121316,622.2503316
-4333,-13000,4122,1,791.2004434,0,1,0,-3199.749668
-4333,-13000,4322,0.992572433,779.4907036,0,1,0.208924737,-3399.749668
-4333,-13000,100,1,2906.029567,0,1,0,822.2503316
-4333,-13000,300,1.006421207,2943.469821,1,1,0.346151857,622.2503316
-4333,-13000,4322,1,777.0296664,0,1,0,-3399.749668
-4333,-13000,4522,0.99434856,768.2718103,0,1,0.15753532,-3599.749668
-4333,-13000,4522,1,757.7300631,0,1,0,-3599.749668
-4333,-13000,4722,1.000810593,758.9589831,1,1,0.022313124,-3799.749668
-4333,-13000,100,1,2677.037724,0,1,0,822.2503316
-4333,-13000,300,1.012752954,2745.753391,1,1,0.659839096,622.2503316
-4333,-13000,100,1,2622.72491,0,1,0,822.2503316
-4333,-13000,300,1.00577065,2653.081904,1,1,0.295529689,622.2503316
-4333,-13000,4722,1,751.6839151,0,1,0,-3799.749668
-4333,-13000,4922,1.001650624,754.1674579,1,1,0.045254914,-3999.749668
-4333,-13000,4922,1,748.6153365,0,1,0,-3999.749668
-4333,-13000,5122,1.012879832,768.0236041,1,1,0.352402974,-4199.749668
-4333,-13000,100,1,2616.638515,0,1,0,822.2503316
-4333,-13000,300,1.003190362,2633.361198,1,1,0.163196888,622.2503316
-4333,-13000,100,1,2498.371112,0,1,0,822.2503316
-4333,-13000,300,1.017920717,2588.718671,1,1,0.895743874,622.2503316
-4333,-13000,6922,1,739.9277975,0,1,0,-5999.749668
-4333,-13000,7122,1.024944868,777.3030172,1,1,0.678540665,-6199.749668
-4333,-13000,100,1,2361.540045,0,1,0,822.2503316
-4333,-13000,300,1.030921764,2509.844012,1,1,1.502664123,622.2503316
-4333,-13000,8922,1,766.3461599,0,1,0,-7999.749668
-4333,-13000,9122,1.006378362,776.1534045,1,1,0.176571936,-8199.749668
-4333,-4333,745,1,11395.31102,0,1,0,0.666941254
-4333,-4333,945,0.749800645,6406.455332,0,1,26.70848642,-199.3330587
-4333,-4333,750,1,7935.838084,0,1,0,-4.333058746
-4333,-4333,950,0.809091693,5195.032664,0,1,17.00674602,-204.3330587
-4333,-4333,740,1,8030.422399,0,1,0,5.666941254
-4333,-4333,940,0.873584436,6128.414979,0,1,11.32843043,-194.3330587
-4333,-4333,755,1,7845.453679,0,1,0,-9.333058746
-4333,-4333,955,0.795438015,4963.988285,0,1,18.11898896,-209.3330587
-4333,-4333,735,1,7918.697751,0,1,0,10.66694125
-4333,-4333,935,0.815014436,5259.983348,0,1,16.46132242,-189.3330587
-4333,-4333,760,1,6769.773105,0,1,0,-14.33305875
-4333,-4333,960,0.928354127,5834.470627,0,1,5.894924358,-214.3330587
-4333,-4333,730,1,6475.454381,0,1,0,15.66694125
-4333,-4333,930,0.910611756,5369.535943,0,1,7.193090573,-184.3330587
-4333,-4333,765,1,7118.339422,0,1,0,-19.33305875
-4333,-4333,965,0.897000935,5727.491905,0,1,8.690057065,-219.3330587
-4333,-4333,725,1,7855.35742,0,1,0,20.66694125
-4333,-4333,925,0.877628722,6050.449026,0,1,10.84582192,-179.3330587
-4333,-4333,770,1,7565.737586,0,1,0,-24.33305875
-4333,-4333,970,0.867407905,5692.434287,0,1,11.53302592,-224.3330587
-4333,-4333,720,1,7160.28975,0,1,0,25.66694125
-4333,-4333,920,0.964696196,6663.643108,0,1,2.987354769,-174.3330587
-4333,-4333,775,1,7688.650366,0,1,0,-29.33305875
-4333,-4333,975,0.856576449,5641.341244,0,1,12.57608687,-229.3330587
-4333,-4333,715,1,8338.789351,0,1,0,30.66694125
-4333,-4333,915,0.903941973,6813.717268,0,1,8.771728104,-169.3330587
-4333,-4333,780,1,6861.50431,0,1,0,-34.33305875
-4333,-4333,980,0.898472281,5538.966094,0,1,8.409967155,-234.3330587
-4333,-4333,710,1,7269.526791,0,1,0,35.66694125
-4333,-4333,910,0.969578304,6833.951925,0,1,2.59380002,-164.3330587
-4333,-4333,785,1,7419.299275,0,1,0,-39.33305875
-4333,-4333,985,0.857091914,5450.265842,0,1,12.3094386,-239.3330587
-4333,-4333,705,1,8412.689185,0,1,0,40.66694125
-4333,-4333,905,0.830487757,5802.315142,0,1,15.54778376,-159.3330587
-4333,-4333,790,1,7360.15834,0,1,0,-44.33305875
-4333,-4333,990,0.864709228,5503.352671,0,1,11.60678006,-244.3330587
-4333,-4333,700,1,8988.224067,0,1,0,45.66694125
-4333,-4333,900,0.861734364,6674.530378,0,1,13.10844578,-154.3330587
-4333,-4333,795,1,6448.23421,0,1,0,-49.33305875
-4333,-4333,995,0.902578705,5253.043159,0,1,7.823017455,-249.3330587
-4333,-4333,695,1,8793.155348,0,1,0,50.66694125
-4333,-4333,895,0.887843929,6931.352799,0,1,10.51707957,-149.3330587
-4333,-4333,545,1,6440.138457,0,1,0,200.6669413
-4333,-4333,745,1.224008886,9648.600969,1,1,17.97681913,0.666941254
-4333,-4333,945,1,5338.911785,0,1,0,-199.3330587
-4333,-4333,1145,0.789575194,3328.432363,0,1,15.37528974,-399.3330587
-4333,-4333,1145,1,2924.469208,0,1,0,-399.3330587
-4333,-4333,1345,0.860822374,2167.076018,0,1,7.526497983,-599.3330587
-4333,-4333,345,1,5575.155664,0,1,0,400.6669413
-4333,-4333,545,1.212211254,8192.446632,1,1,15.84517026,200.6669413
-4333,-4333,145,1,4473.397823,0,1,0,600.6669413
-4333,-4333,345,1.041199321,4849.5928,1,1,2.755553301,400.6669413
-4333,-4333,1345,1,2112.497619,0,1,0,-599.3330587
-4333,-4333,1545,0.887250944,1662.988203,0,1,5.182162509,-799.3330587
-4333,-4333,1545,1,1679.059024,0,1,0,-799.3330587
-4333,-4333,1745,0.863457308,1251.836766,0,1,5.595017404,-999.3330587
-4333,-4333,100,1,4431.504509,0,1,0,645.6669413
-4333,-4333,300,1.022918639,4636.960324,1,1,1.525683415,445.6669413
-4333,-4333,100,1,4420.161686,0,1,0,645.6669413
-4333,-4333,300,1.028765289,4678.113566,1,1,1.912439984,445.6669413
-4333,-4333,1745,1,1287.043851,0,1,0,-999.3330587
-4333,-4333,1945,0.898006994,1037.893476,0,1,3.659039213,-1199.333059
-4333,-4333,1945,1,1073.201765,0,1,0,-1199.333059
-4333,-4333,2145,0.955119214,979.0312211,0,1,1.470283708,-1399.333059
-4333,-4333,100,1,4544.331981,0,1,0,645.6669413
-4333,-4333,300,1.015357659,4684.984398,1,1,1.035285294,445.6669413
-4333,-4333,2145,1,968.9412797,0,1,0,-1399.333059
-4333,-4333,2345,0.988095168,946.0084363,0,1,0.370571493,-1599.333059
-4333,-4333,100,1,4335.56396,0,1,0,645.6669413
-4333,-4333,300,0.908881055,3581.456658,0,1,5.999726858,445.6669413
-4333,-4333,100,1,3611.808637,0,1,0,645.6669413
-4333,-4333,300,1.051770458,3995.458911,1,1,3.111317808,445.6669413
-4333,-4333,2345,1,949.1850815,0,1,0,-1599.333059
-4333,-4333,2545,0.991181368,932.5178698,0,1,0.271691892,-1799.333059
-4333,-4333,2545,1,919.9195514,0,1,0,-1799.333059
-4333,-4333,2745,1.001997857,923.5989591,1,1,0.060595361,-1999.333059
-4333,-4333,100,1,3240.923433,0,1,0,645.6669413
-4333,-4333,300,1.145340541,4251.459417,1,1,8.274107478,445.6669413
-4333,-4333,100,1,3717.537858,0,1,0,645.6669413
-4333,-4333,300,1.080651024,4341.365376,1,1,4.91742318,445.6669413
-4333,-4333,2745,1,918.1230303,0,1,0,-1999.333059
-4333,-4333,2945,0.990184059,900.1870106,0,1,0.297428368,-2199.333059
-4333,-4333,2945,1,927.9378359,0,1,0,-2199.333059
-4333,-4333,3145,0.991252449,911.7744742,0,1,0.266468531,-2399.333059
-4333,-4333,100,1,4826.376068,0,1,0,645.6669413
-4333,-4333,300,1.015649599,4978.619792,1,1,1.087210863,445.6669413
-4333,-4333,100,1,4611.266099,0,1,0,645.6669413
-4333,-4333,300,1.01281807,4730.238803,1,1,0.870427732,445.6669413
-4333,-4333,3145,1,877.5137071,0,1,0,-2399.333059
-4333,-4333,3345,0.988428981,857.3237399,0,1,0.342766662,-2599.333059
-4333,-4333,3345,1,855.2799252,0,1,0,-2599.333059
-4333,-4333,3545,0.999969455,855.2276769,0,1,0.000893293,-2799.333059
-4333,-4333,100,1,4249.584511,0,1,0,645.6669413
-4333,-4333,300,1.063835846,4809.453274,1,1,4.161384552,445.6669413
-4333,-4333,100,1,4156.246018,0,1,0,645.6669413
-4333,-4333,300,1.059798577,4668.183408,1,1,3.8551517,445.6669413
-4333,-4333,3545,1,876.9855526,0,1,0,-2799.333059
-4333,-4333,3745,0.968483562,822.5777288,0,1,0.933325956,-2999.333059
-4333,-4333,3745,1,825.1905493,0,1,0,-2999.333059
-4333,-4333,3945,0.986161169,802.5092385,0,1,0.397536071,-3199.333059
-4333,-4333,100,1,4018.817747,0,1,0,645.6669413
-4333,-4333,300,1.075774081,4650.937085,1,1,4.803633178,445.6669413
-4333,-4333,100,1,4390.197314,0,1,0,645.6669413
-4333,-4333,300,1.012828438,4503.558552,1,1,0.849993885,445.6669413
-4333,-4333,3945,1,824.7338193,0,1,0,-3199.333059
-4333,-4333,4145,0.987370796,804.0338977,0,1,0.362687757,-3399.333059
-4333,-4333,100,1,4594.01486,0,1,0,645.6669413
-4333,-4333,300,0.991881736,4519.726783,0,1,0.550249137,445.6669413
-4333,-4333,4145,1,812.1159614,0,1,0,-3399.333059
-4333,-4333,4345,0.996111091,805.811754,0,1,0.110824751,-3599.333059
-4333,-4333,4345,1,813.1734939,0,1,0,-3599.333059
-4333,-4333,4545,0.990791055,798.2655147,0,1,0.262604093,-3799.333059
-4333,-4333,100,1,4571.055681,0,1,0,645.6669413
-4333,-4333,300,1.009527011,4658.567564,1,1,0.644117241,445.6669413
-4333,-4333,100,1,4510.904632,0,1,0,645.6669413
-4333,-4333,300,1.012965077,4628.631335,1,1,0.870776933,445.6669413
-4333,-4333,4545,1,792.9298147,0,1,0,-3799.333059
-4333,-4333,4745,0.998468215,790.5024793,0,1,0.043133546,-3999.333059
-4333,-4333,4745,1,792.4206068,0,1,0,-3999.333059
-4333,-4333,4945,0.988027374,773.5594838,0,1,0.337029028,-4199.333059
-4333,-4333,100,1,4310.063077,0,1,0,645.6669413
-4333,-4333,300,0.953806764,3921.068435,0,1,3.032635386,445.6669413
-4333,-4333,100,1,4450.391143,0,1,0,645.6669413
-4333,-4333,300,1.022275531,4650.869074,1,1,1.486028548,445.6669413
-4333,-4333,6745,1,725.9625977,0,1,0,-5999.333059
-4333,-4333,6945,1.017649793,751.8149247,1,1,0.475550596,-6199.333059
-4333,-4333,100,1,3899.22651,0,1,0,645.6669413
-4333,-4333,300,1.018555742,4045.275155,1,1,1.158690784,445.6669413
-4333,-4333,8745,1,735.2029754,0,1,0,-7999.333059
-4333,-4333,8945,1.000407604,735.8024411,1,1,0.011052034,-8199.333059
-4333,4333,100,1,5918.891817,0,1,0,0
-4333,4333,300,1.020683819,6166.274615,1,1,1.591295858,-200
-4333,4333,105,1,5697.042398,0,1,0,-5
-4333,4333,305,1.026402979,6001.851682,1,1,1.992863943,-205
-4333,4333,100,1,5507.802848,0,1,0,0
-4333,4333,300,1.021057732,5742.208841,1,1,1.562790625,-200
-4333,4333,110,1,4031.867561,0,1,0,-10
-4333,4333,310,1.194990116,5757.512428,1,1,12.38128515,-210
-4333,4333,100,1,5028.73292,0,1,0,0
-4333,4333,300,0.98366083,4865.744791,0,1,1.158668692,-200
-4333,4333,115,1,5055.892273,0,1,0,-15
-4333,4333,315,0.934683201,4416.992751,0,1,4.644337763,-215
-4333,4333,100,1,4874.304786,0,1,0,0
-4333,4333,300,1.068271334,5562.574382,1,1,4.7664466,-200
-4333,4333,120,1,4184.013387,0,1,0,-20
-4333,4333,320,0.956167628,3825.26157,0,1,2.835250982,-220
-4333,4333,100,1,4475.063178,0,1,0,0
-4333,4333,300,1.070418437,5127.507831,1,1,4.710705612,-200
-4333,4333,125,1,4857.33418,0,1,0,-25
-4333,4333,325,0.652658061,2069.042429,0,1,24.20784979,-225
-4333,4333,100,1,3013.319667,0,1,0,0
-4333,4333,300,1.008266591,3063.345351,1,1,0.453783882,-200
-4333,4333,130,1,3651.536674,0,1,0,-30
-4333,4333,330,1.163081616,4939.648534,1,1,9.854687102,-230
-4333,4333,100,1,4579.487622,0,1,0,0
-4333,4333,300,1.081774892,5359.085476,1,1,5.533863262,-200
-4333,4333,135,1,4926.096156,0,1,0,-35
-4333,4333,335,1.051153823,5442.963636,1,1,3.59029005,-235
-4333,4333,100,1,4738.511512,0,1,0,0
-4333,4333,300,1.026415024,4992.153615,1,1,1.818326963,-200
-4333,4333,140,1,4568.957684,0,1,0,-40
-4333,4333,340,1.110502039,5634.506136,1,1,7.469282034,-240
-4333,4333,100,1,4719.156406,0,1,0,0
-4333,4333,300,1.021257663,4921.92541,1,1,1.460318886,-200
-4333,4333,145,1,4527.390609,0,1,0,-45
-4333,4333,345,1.136948368,5852.338673,1,1,9.21469241,-245
-4333,4333,100,1,4805.134198,0,1,0,0
-4333,4333,300,1.046884891,5266.273196,1,1,3.250017286,-200
-4333,4333,150,1,4776.858328,0,1,0,-50
-4333,4333,350,1.105866847,5841.818205,1,1,7.316968033,-250
-4333,4333,100,1,4736.169267,0,1,0,0
-4333,4333,300,1.014533566,4874.836518,1,1,1.000197553,-200
-4333,4333,100,1,4591.908427,0,1,0,0
-4333,4333,300,1.023920183,4814.214379,1,1,1.620918205,-200
-4333,4333,300,1,5044.820209,0,1,0,-200
-4333,4333,500,0.945427197,4509.224689,0,1,3.876136883,-400
-4333,4333,500,1,6360.518328,0,1,0,-400
-4333,4333,700,0.826752564,4347.540231,0,1,13.81697811,-600
-4333,4333,100,1,2723.002635,0,1,0,0
-4333,4333,300,1.250758176,4259.85447,1,1,13.08516288,-200
-4333,4333,100,1,2816.802895,0,1,0,0
-4333,4333,300,1.246637948,4377.61077,1,1,13.08995423,-200
-4333,4333,700,1,4673.76237,0,1,0,-600
-4333,4333,900,0.785420464,2883.175326,0,1,14.66971295,-800
-4333,4333,900,1,2906.057034,0,1,0,-800
-4333,4333,1100,0.811916057,1915.695126,0,1,10.13920228,-1000
-4333,4333,100,1,4938.600302,0,1,0,0
-4333,4333,300,1.009645293,5034.328239,1,1,0.677824633,-200
-4333,4333,100,1,4926.123026,0,1,0,0
-4333,4333,300,1.037785859,5305.431986,1,1,2.652051357,-200
-4333,4333,1100,1,1915.42968,0,1,0,-1000
-4333,4333,1300,0.88841936,1511.827498,0,1,4.88339613,-1200
-4333,4333,1300,1,1526.618056,0,1,0,-1200
-4333,4333,1500,0.905893407,1252.808215,0,1,3.676929045,-1400
-4333,4333,100,1,4799.84162,0,1,0,0
-4333,4333,300,1.035948125,5151.134912,1,1,2.49051806,-200
-4333,4333,1500,1,1243.222931,0,1,0,-1400
-4333,4333,1700,0.922659557,1058.356501,0,1,2.726975014,-1600
-4333,4333,100,1,4312.643925,0,1,0,0
-4333,4333,300,1.053044473,4782.302332,1,1,3.483468943,-200
-4333,4333,100,1,4218.013276,0,1,0,0
